ROLE,AGE_TYPE,GENDER_TYPE,RACE_TYPE,JOB_CATEGORY_TYPE,LIFE_STAGE_TYPE,CAREER_STAGE_TYPE,SPECIAL_NEEDS_TYPE,EDUCATIONAL_LEVEL_TYPE,LANGUAGE_ABILITIES_TYPE,LITERACY_NUMERACY_PROFICIENCY_TYPE,LEARNING_PREFERENCES_TYPE,PRIOR_KNOWLEDGE_SKILLS_TYPE,RELATIONSHIP_TO_PEERS_TYPE,TENDENCY_TO_COMPETE_OR_COOPERATE_TYPE,SOCIAL_BACKGROUND_TYPE,COMPUTER_LITERACY_TYPE,ATTITUDE_TOWARDS_LEARNING_TYPE,MOTIVATIONAL_LEVEL_TYPE,BARRIERS_TO_LEARNING_INTERESTS,PERSONALITY_TYPE,REASONS_FOR_ATTENDING_COURSE_TYPE,COURSE_COMPLETION,TIME_TAKEN_TO_COMPLETE,ATTEMPTS_TAKEN,COURSE_FEEDBACK
learner,Generation X (40-55),Female,African American,Mid-level,Mid-career,starter,None,Bachelor's degree,Basic,Intermediate,Auditory,Intermediate,Competitive,Competitive,Urban,Advanced,Positive,High,Accessibility,Extroverted,Skill development,45.44,0,0,positive
learner,Baby Boomers (55-75),Male,African American,Mid-level,Mid-career,starter,None,Some college,Fluent,Advanced,Visual,Intermediate,Supportive,Cooperative,Urban,Advanced,Positive,Medium,Time,Introverted,Skill development,100.0,6,6,negative
learner,Generation X (40-55),Male,African American,Senior-level,Late career,Builder,None,Bachelor's degree,Proficient,Intermediate,Kinesthetic,Intermediate,Supportive,Cooperative,Suburban,Intermediate,Neutral,High,Time,Extroverted,Requirement,73.34,0,0,negative
learner,Millennials (25-40),Male,Caucasian,Entry-level,Mid-career,starter,Other,Bachelor's degree,Proficient,Basic,Auditory,Intermediate,Supportive,Competitive,Urban,Advanced,Positive,Low,Time,Extroverted,Personal interest,100.0,7,6,positive
learner,Generation X (40-55),Female,Asian,Entry-level,Early career,starter,None,Master's degree,Proficient,Advanced,Visual,Basic,Collaborative,Both,Urban,Intermediate,Positive,Medium,Resources,Extroverted,Personal interest,100.0,1,5,negative
learner,Generation X (40-55),Female,Asian,Mid-level,Mid-career,starter,Other,Bachelor's degree,Proficient,Intermediate,Kinesthetic,None,Independent,Cooperative,Urban,Advanced,Positive,High,Resources,Ambivert,Personal interest,87.76,0,0,positive
admin,Millennials (25-40),Female,Asian,Entry-level,Mid-career,Expert,None,Bachelor's degree,Fluent,Intermediate,Kinesthetic,Intermediate,Independent,Both,Rural,Advanced,Neutral,Medium,Accessibility,Ambivert,Skill development,99.43,0,0,negative
admin,Generation X (40-55),Male,Caucasian,Entry-level,Late career,Builder,None,Bachelor's degree,Proficient,Intermediate,Reading/Writing,Intermediate,Independent,Cooperative,Suburban,Basic,Positive,High,Interest,Extroverted,Career advancement,94.95,0,0,positive
learner,Millennials (25-40),Male,African American,Senior-level,Early career,Builder,None,Master's degree,Fluent,Intermediate,Kinesthetic,Basic,Collaborative,Competitive,Urban,Intermediate,Positive,High,Accessibility,Introverted,Skill development,17.27,0,0,positive
learner,Generation Z (18-24),Male,Caucasian,Senior-level,Early career,Expert,None,High school or below,Proficient,Intermediate,Visual,Intermediate,Collaborative,Cooperative,Urban,Advanced,Positive,High,Interest,Introverted,Personal interest,81.32,0,0,negative
learner,Generation X (40-55),Male,African American,Entry-level,Early career,starter,Mental,High school or below,Fluent,Basic,Kinesthetic,Basic,Independent,Both,Urban,Advanced,Neutral,Low,Time,Ambivert,Personal interest,75.02,0,0,negative
admin,Generation X (40-55),Male,Caucasian,Senior-level,Mid-career,starter,None,Some college,None,Basic,Visual,Basic,Competitive,Cooperative,Suburban,Advanced,Positive,High,Accessibility,Ambivert,Career advancement,100.0,7,10,negative
learner,Generation X (40-55),Other,Asian,Entry-level,Late career,Accelerator,None,High school or below,None,Basic,Visual,None,Collaborative,Cooperative,Suburban,Intermediate,Neutral,Low,Time,Introverted,Requirement,93.79,0,0,positive
learner,Generation X (40-55),Male,Caucasian,Mid-level,Early career,starter,None,Bachelor's degree,Fluent,Intermediate,Visual,Intermediate,Supportive,Both,Urban,Advanced,Positive,High,Resources,Introverted,Skill development,100.0,3,10,positive
learner,Generation Z (18-24),Male,Hispanic/Latino,Mid-level,Early career,Accelerator,None,Bachelor's degree,Fluent,Basic,Reading/Writing,Intermediate,Collaborative,Competitive,Urban,Intermediate,Negative,Medium,Accessibility,Ambivert,Skill development,7.93,0,0,negative
learner,Generation X (40-55),Female,Caucasian,Entry-level,Early career,starter,None,Some college,Proficient,Basic,Auditory,Advanced,Collaborative,Competitive,Suburban,None,Positive,High,Accessibility,Introverted,Career advancement,100.0,2,9,positive
learner,Millennials (25-40),Female,African American,Executive,Late career,Accelerator,None,High school or below,Fluent,Advanced,Kinesthetic,Advanced,Supportive,Competitive,Urban,Intermediate,Positive,Medium,Resources,Introverted,Personal interest,100.0,5,3,positive
learner,Generation X (40-55),Female,Caucasian,Senior-level,Early career,Builder,None,Some college,Proficient,Basic,Kinesthetic,Intermediate,Competitive,Neither,Urban,Intermediate,Positive,High,Accessibility,Extroverted,Personal interest,9.15,0,0,positive
learner,Millennials (25-40),Other,African American,Senior-level,Mid-career,Builder,None,Bachelor's degree,None,Intermediate,Reading/Writing,None,Supportive,Competitive,Rural,Intermediate,Positive,Low,Interest,Extroverted,Skill development,71.67,0,0,negative
learner,Generation X (40-55),Female,African American,Mid-level,Early career,starter,None,Bachelor's degree,Fluent,Advanced,Kinesthetic,Basic,Competitive,Neither,Urban,Intermediate,Positive,High,Interest,Introverted,Personal interest,81.33,0,0,negative
learner,Millennials (25-40),Male,Caucasian,Entry-level,Early career,Builder,None,Bachelor's degree,Basic,Intermediate,Reading/Writing,Advanced,Collaborative,Competitive,Suburban,Advanced,Negative,Medium,Time,Extroverted,Skill development,100.0,1,1,negative
admin,Millennials (25-40),Female,Asian,Entry-level,Retirement,starter,None,Doctoral degree,Fluent,Intermediate,Reading/Writing,Intermediate,Independent,Neither,Rural,Intermediate,Positive,High,Resources,Introverted,Personal interest,83.78,0,0,negative
learner,Millennials (25-40),Female,Asian,Entry-level,Late career,Builder,None,Some college,Proficient,Basic,Visual,Basic,Independent,Both,Suburban,Advanced,Positive,Medium,Time,Introverted,Skill development,15.32,0,0,negative
learner,Generation X (40-55),Male,African American,Executive,Late career,starter,None,Some college,Basic,None,Reading/Writing,Intermediate,Competitive,Both,Rural,Advanced,Positive,Low,Time,Extroverted,Career advancement,100.0,6,9,negative
admin,Generation Z (18-24),Male,Caucasian,Mid-level,Mid-career,starter,None,Some college,Proficient,Advanced,Kinesthetic,Intermediate,Supportive,Both,Urban,Intermediate,Positive,High,Resources,Introverted,Career advancement,100.0,7,4,positive
learner,Generation X (40-55),Male,African American,Entry-level,Late career,starter,None,Bachelor's degree,Proficient,Basic,Kinesthetic,Intermediate,Competitive,Both,Suburban,Intermediate,Positive,Low,Accessibility,Introverted,Skill development,100.0,5,1,positive
learner,Generation Z (18-24),Male,Hispanic/Latino,Executive,Early career,starter,None,Some college,Fluent,Advanced,Kinesthetic,Basic,Supportive,Both,Urban,Basic,Neutral,Medium,Time,Introverted,Skill development,83.14,0,0,positive
learner,Millennials (25-40),Other,African American,Mid-level,Mid-career,starter,Other,Bachelor's degree,Proficient,None,Reading/Writing,Basic,Competitive,Competitive,Suburban,Intermediate,Positive,High,Time,Introverted,Personal interest,100.0,1,1,positive
learner,Baby Boomers (55-75),Male,African American,Mid-level,Early career,starter,Mental,Master's degree,Proficient,Basic,Visual,None,Supportive,Cooperative,Suburban,Advanced,Positive,Medium,Interest,Extroverted,Career advancement,100.0,6,3,negative
learner,Generation X (40-55),Male,Hispanic/Latino,Senior-level,Early career,Builder,None,Bachelor's degree,Proficient,Basic,Visual,Intermediate,Supportive,Both,Urban,Basic,Positive,Low,Time,Introverted,Personal interest,27.04,0,0,positive
learner,Millennials (25-40),Male,African American,Mid-level,Late career,Accelerator,None,Some college,Proficient,Advanced,Auditory,Intermediate,Supportive,Competitive,Urban,Intermediate,Positive,High,Accessibility,Extroverted,Personal interest,74.48,0,0,positive
learner,Generation X (40-55),Male,Caucasian,Entry-level,Early career,starter,Other,High school or below,Fluent,Advanced,Auditory,Intermediate,Collaborative,Competitive,Urban,Intermediate,Neutral,High,Resources,Introverted,Skill development,43.72,0,0,positive
admin,Generation X (40-55),Female,Caucasian,Entry-level,Early career,Accelerator,None,Some college,Fluent,Advanced,Auditory,Advanced,Collaborative,Both,Urban,Intermediate,Neutral,High,Time,Introverted,Personal interest,100.0,5,10,negative
admin,Generation X (40-55),Male,Asian,Entry-level,Early career,Accelerator,None,Bachelor's degree,Fluent,Advanced,Visual,Intermediate,Independent,Competitive,Rural,Intermediate,Neutral,Medium,Accessibility,Introverted,Career advancement,100.0,1,8,negative
learner,Generation X (40-55),Female,African American,Entry-level,Early career,Builder,None,Bachelor's degree,Fluent,Intermediate,Auditory,Advanced,Competitive,Both,Rural,Intermediate,Positive,Medium,Resources,Introverted,Skill development,98.28,0,0,positive
learner,Generation X (40-55),Female,Caucasian,Entry-level,Retirement,Builder,None,Bachelor's degree,Proficient,None,Reading/Writing,Intermediate,Independent,Both,Suburban,Basic,Positive,High,Accessibility,Introverted,Career advancement,37.36,0,0,negative
learner,Generation Z (18-24),Female,Caucasian,Entry-level,Mid-career,Builder,None,Master's degree,Fluent,None,Reading/Writing,Intermediate,Collaborative,Both,Suburban,Intermediate,Positive,Medium,Accessibility,Ambivert,Career advancement,25.5,0,0,positive
learner,Generation X (40-55),Male,Caucasian,Mid-level,Early career,Builder,None,Bachelor's degree,Proficient,Basic,Reading/Writing,Intermediate,Collaborative,Competitive,Suburban,Basic,Neutral,High,Interest,Extroverted,Skill development,82.67,0,0,positive
admin,Baby Boomers (55-75),Male,African American,Senior-level,Early career,Builder,None,Some college,Basic,Advanced,Visual,Intermediate,Supportive,Competitive,Suburban,Intermediate,Negative,High,Accessibility,Extroverted,Skill development,100.0,7,7,positive
learner,Generation Z (18-24),Other,Caucasian,Entry-level,Late career,Accelerator,None,Bachelor's degree,Fluent,Intermediate,Auditory,None,Collaborative,Competitive,Suburban,Basic,Positive,High,Time,Introverted,Personal interest,85.1,0,0,positive
learner,Millennials (25-40),Male,Caucasian,Entry-level,Early career,starter,Other,Bachelor's degree,Proficient,Intermediate,Visual,Advanced,Supportive,Both,Suburban,Intermediate,Positive,High,Accessibility,Extroverted,Career advancement,1.58,0,0,negative
learner,Baby Boomers (55-75),Other,Caucasian,Entry-level,Early career,Expert,None,Bachelor's degree,Fluent,Intermediate,Visual,Intermediate,Collaborative,Both,Suburban,Intermediate,Positive,High,Time,Ambivert,Requirement,48.52,0,0,positive
learner,Baby Boomers (55-75),Male,Other,Mid-level,Mid-career,starter,None,Doctoral degree,Proficient,Intermediate,Kinesthetic,Advanced,Independent,Competitive,Rural,Intermediate,Positive,High,Accessibility,Introverted,Career advancement,41.18,0,0,negative
learner,Millennials (25-40),Male,Caucasian,Entry-level,Early career,Expert,None,High school or below,None,Intermediate,Visual,Intermediate,Collaborative,Competitive,Suburban,Advanced,Positive,High,Time,Extroverted,Career advancement,55.83,0,0,negative
learner,Baby Boomers (55-75),Female,Other,Entry-level,Early career,Builder,None,High school or below,Fluent,Intermediate,Kinesthetic,Advanced,Supportive,Both,Suburban,Advanced,Positive,Low,Resources,Extroverted,Skill development,69.93,0,0,negative
learner,Millennials (25-40),Male,Caucasian,Senior-level,Early career,Builder,Mental,Some college,Fluent,Basic,Kinesthetic,Advanced,Competitive,Cooperative,Suburban,None,Positive,High,Time,Introverted,Career advancement,75.73,0,0,positive
learner,Baby Boomers (55-75),Male,Caucasian,Executive,Early career,Builder,None,Bachelor's degree,Fluent,Basic,Visual,Intermediate,Independent,Competitive,Rural,Intermediate,Neutral,High,Time,Introverted,Career advancement,96.84,0,0,negative
learner,Millennials (25-40),Male,Asian,Entry-level,Early career,Accelerator,None,High school or below,Proficient,Intermediate,Kinesthetic,Intermediate,Collaborative,Both,Urban,Intermediate,Neutral,High,Time,Ambivert,Skill development,29.32,0,0,positive
learner,Millennials (25-40),Other,Caucasian,Mid-level,Mid-career,Expert,None,Master's degree,Fluent,Advanced,Visual,Intermediate,Independent,Cooperative,Rural,Advanced,Positive,Medium,Time,Ambivert,Skill development,54.45,0,0,positive
learner,Baby Boomers (55-75),Female,Hispanic/Latino,Mid-level,Mid-career,Accelerator,None,Some college,Fluent,Intermediate,Auditory,Advanced,Competitive,Both,Suburban,Basic,Positive,High,Time,Extroverted,Skill development,60.55,0,0,negative
learner,Generation X (40-55),Female,Caucasian,Entry-level,Mid-career,Builder,Other,Some college,Proficient,Intermediate,Reading/Writing,Basic,Independent,Neither,Suburban,None,Positive,High,Interest,Extroverted,Skill development,61.8,0,0,negative
learner,Millennials (25-40),Female,Caucasian,Senior-level,Early career,starter,Other,Some college,Fluent,Advanced,Kinesthetic,Intermediate,Collaborative,Both,Urban,Advanced,Negative,High,Accessibility,Introverted,Personal interest,85.01,0,0,negative
admin,Millennials (25-40),Male,Other,Mid-level,Early career,Builder,None,Bachelor's degree,Fluent,Basic,Auditory,Intermediate,Collaborative,Competitive,Urban,Basic,Neutral,High,Time,Extroverted,Personal interest,7.75,0,0,negative
learner,Millennials (25-40),Female,African American,Entry-level,Mid-career,starter,Mental,Bachelor's degree,None,Advanced,Visual,Advanced,Competitive,Both,Rural,Intermediate,Positive,Medium,Resources,Ambivert,Skill development,88.47,0,0,negative
learner,Millennials (25-40),Male,African American,Senior-level,Mid-career,Expert,None,High school or below,Basic,Advanced,Reading/Writing,Intermediate,Collaborative,Neither,Rural,Basic,Neutral,Medium,Accessibility,Ambivert,Career advancement,44.21,0,0,negative
admin,Baby Boomers (55-75),Female,Caucasian,Entry-level,Early career,starter,Other,Some college,Proficient,None,Auditory,None,Collaborative,Cooperative,Suburban,Advanced,Neutral,Low,Time,Extroverted,Skill development,100.0,4,1,positive
learner,Generation X (40-55),Male,Caucasian,Entry-level,Mid-career,starter,None,Master's degree,Fluent,Basic,Auditory,Basic,Collaborative,Neither,Urban,Advanced,Positive,High,Time,Introverted,Skill development,87.45,0,0,positive
learner,Millennials (25-40),Male,Hispanic/Latino,Entry-level,Early career,starter,Other,Bachelor's degree,Fluent,Intermediate,Auditory,Intermediate,Independent,Competitive,Suburban,Basic,Positive,Medium,Accessibility,Extroverted,Personal interest,47.35,0,0,positive
learner,Generation X (40-55),Male,Caucasian,Entry-level,Mid-career,Builder,None,Bachelor's degree,Proficient,None,Auditory,Intermediate,Supportive,Both,Urban,Intermediate,Neutral,Low,Resources,Extroverted,Skill development,7.08,0,0,positive
learner,Generation X (40-55),Female,Caucasian,Entry-level,Early career,Expert,None,Master's degree,Proficient,Intermediate,Kinesthetic,Intermediate,Supportive,Competitive,Rural,Intermediate,Neutral,High,Interest,Introverted,Career advancement,100.0,1,4,negative
learner,Millennials (25-40),Female,African American,Entry-level,Mid-career,Builder,None,Some college,Proficient,Intermediate,Kinesthetic,None,Supportive,Neither,Rural,Intermediate,Positive,High,Accessibility,Introverted,Skill development,94.78,0,0,positive
learner,Generation X (40-55),Female,Asian,Mid-level,Mid-career,starter,Other,Some college,Fluent,Basic,Visual,Intermediate,Independent,Cooperative,Urban,Intermediate,Neutral,High,Accessibility,Introverted,Skill development,13.15,0,0,negative
admin,Millennials (25-40),Other,Other,Executive,Late career,Builder,Other,High school or below,Fluent,Basic,Auditory,Intermediate,Competitive,Competitive,Urban,Intermediate,Positive,High,Resources,Ambivert,Career advancement,100.0,1,7,positive
learner,Millennials (25-40),Male,Other,Entry-level,Late career,Builder,Physical,Bachelor's degree,Fluent,Advanced,Visual,Advanced,Collaborative,Both,Suburban,Advanced,Neutral,High,Interest,Extroverted,Skill development,100.0,7,10,positive
learner,Millennials (25-40),Female,Asian,Entry-level,Retirement,Accelerator,None,Master's degree,Proficient,Intermediate,Kinesthetic,Intermediate,Competitive,Cooperative,Urban,Intermediate,Positive,High,Resources,Introverted,Requirement,100.0,6,5,positive
learner,Millennials (25-40),Male,African American,Entry-level,Early career,Expert,Mental,Some college,Fluent,Advanced,Visual,Intermediate,Competitive,Both,Urban,Advanced,Positive,Medium,Interest,Extroverted,Skill development,59.3,0,0,negative
admin,Millennials (25-40),Female,Caucasian,Entry-level,Mid-career,Builder,None,Bachelor's degree,Fluent,Intermediate,Kinesthetic,Intermediate,Supportive,Cooperative,Suburban,Intermediate,Positive,High,Time,Extroverted,Skill development,48.63,0,0,negative
admin,Baby Boomers (55-75),Male,African American,Entry-level,Mid-career,starter,None,High school or below,Fluent,Basic,Visual,Intermediate,Supportive,Both,Suburban,Basic,Positive,High,Resources,Ambivert,Career advancement,50.82,0,0,positive
admin,Generation X (40-55),Male,Caucasian,Mid-level,Mid-career,starter,Other,Bachelor's degree,Proficient,Basic,Reading/Writing,Basic,Collaborative,Neither,Urban,Intermediate,Neutral,Medium,Time,Introverted,Skill development,74.22,0,0,negative
learner,Baby Boomers (55-75),Female,Caucasian,Senior-level,Mid-career,starter,Physical,Bachelor's degree,Basic,Advanced,Visual,Intermediate,Supportive,Both,Suburban,Intermediate,Positive,Medium,Accessibility,Introverted,Career advancement,49.5,0,0,positive
admin,Generation X (40-55),Female,Other,Executive,Mid-career,Builder,None,Bachelor's degree,Fluent,Intermediate,Kinesthetic,Advanced,Supportive,Both,Urban,Advanced,Positive,Medium,Resources,Extroverted,Personal interest,18.18,0,0,positive
learner,Generation X (40-55),Female,Caucasian,Senior-level,Early career,Builder,None,Bachelor's degree,Fluent,Advanced,Auditory,Intermediate,Competitive,Competitive,Suburban,Advanced,Positive,High,Resources,Introverted,Skill development,100.0,3,9,positive
admin,Baby Boomers (55-75),Female,Other,Entry-level,Early career,starter,None,Bachelor's degree,Fluent,Basic,Reading/Writing,Intermediate,Competitive,Competitive,Urban,Advanced,Positive,Medium,Interest,Extroverted,Skill development,91.97,0,0,positive
admin,Millennials (25-40),Female,Caucasian,Entry-level,Early career,Builder,Other,Some college,Fluent,Advanced,Reading/Writing,Intermediate,Collaborative,Both,Suburban,Intermediate,Positive,Medium,Resources,Ambivert,Personal interest,8.07,0,0,positive
learner,Millennials (25-40),Female,Hispanic/Latino,Entry-level,Retirement,starter,None,Bachelor's degree,Basic,Advanced,Reading/Writing,Basic,Competitive,Both,Suburban,Intermediate,Neutral,Medium,Time,Introverted,Requirement,60.05,0,0,negative
learner,Generation X (40-55),Female,Asian,Mid-level,Late career,Accelerator,None,Bachelor's degree,Fluent,Intermediate,Reading/Writing,Intermediate,Supportive,Cooperative,Urban,Basic,Positive,Medium,Interest,Ambivert,Skill development,45.7,0,0,positive
learner,Baby Boomers (55-75),Male,Caucasian,Mid-level,Early career,Builder,None,Some college,Fluent,Basic,Reading/Writing,Advanced,Collaborative,Neither,Rural,None,Positive,High,Interest,Introverted,Skill development,95.45,0,0,negative
admin,Generation X (40-55),Other,Asian,Entry-level,Early career,Expert,Mental,Bachelor's degree,Proficient,Intermediate,Visual,Advanced,Collaborative,Cooperative,Suburban,Advanced,Positive,High,Accessibility,Introverted,Career advancement,100.0,5,2,negative
learner,Generation X (40-55),Female,Caucasian,Mid-level,Mid-career,starter,None,Doctoral degree,Fluent,Advanced,Auditory,Intermediate,Independent,Cooperative,Suburban,Advanced,Positive,High,Interest,Introverted,Career advancement,100.0,5,10,negative
learner,Millennials (25-40),Male,Asian,Entry-level,Early career,Builder,None,Some college,Basic,Advanced,Auditory,Intermediate,Collaborative,Both,Urban,Intermediate,Neutral,High,Resources,Extroverted,Skill development,1.93,0,0,positive
admin,Millennials (25-40),Female,Hispanic/Latino,Entry-level,Mid-career,Expert,None,Master's degree,Basic,Basic,Visual,Intermediate,Collaborative,Both,Urban,Basic,Negative,Medium,Interest,Extroverted,Personal interest,63.74,0,0,negative
admin,Millennials (25-40),Male,African American,Mid-level,Mid-career,Builder,Other,Some college,None,Intermediate,Auditory,None,Supportive,Cooperative,Urban,Basic,Neutral,High,Resources,Ambivert,Personal interest,18.0,0,0,positive
learner,Generation X (40-55),Female,Caucasian,Entry-level,Retirement,Accelerator,None,Bachelor's degree,Proficient,Basic,Reading/Writing,None,Supportive,Cooperative,Suburban,Intermediate,Positive,High,Accessibility,Ambivert,Career advancement,18.42,0,0,negative
learner,Millennials (25-40),Male,Hispanic/Latino,Entry-level,Late career,Accelerator,Physical,Bachelor's degree,None,Advanced,Visual,Basic,Collaborative,Both,Urban,Advanced,Positive,High,Accessibility,Ambivert,Skill development,95.59,0,0,negative
learner,Millennials (25-40),Female,Caucasian,Entry-level,Early career,Accelerator,None,Bachelor's degree,Proficient,Basic,Auditory,Intermediate,Competitive,Competitive,Suburban,Intermediate,Positive,Medium,Resources,Introverted,Personal interest,6.34,0,0,positive
learner,Millennials (25-40),Male,Caucasian,Mid-level,Early career,starter,None,Some college,Proficient,Advanced,Auditory,Intermediate,Supportive,Both,Urban,Advanced,Positive,Medium,Time,Extroverted,Career advancement,76.58,0,0,negative
learner,Generation X (40-55),Female,Caucasian,Mid-level,Early career,Accelerator,None,Bachelor's degree,Basic,Intermediate,Reading/Writing,Advanced,Collaborative,Competitive,Urban,Basic,Positive,Medium,Resources,Introverted,Requirement,4.35,0,0,positive
learner,Millennials (25-40),Female,Asian,Mid-level,Early career,starter,None,Master's degree,Fluent,Basic,Reading/Writing,None,Collaborative,Cooperative,Suburban,Advanced,Neutral,High,Resources,Ambivert,Skill development,38.36,0,0,negative
learner,Baby Boomers (55-75),Female,Caucasian,Entry-level,Early career,starter,None,High school or below,None,Advanced,Reading/Writing,Intermediate,Collaborative,Both,Rural,Advanced,Neutral,High,Resources,Introverted,Skill development,100.0,3,9,positive
learner,Generation X (40-55),Female,Hispanic/Latino,Entry-level,Early career,starter,None,Some college,Basic,Advanced,Kinesthetic,Intermediate,Competitive,Competitive,Suburban,Advanced,Positive,Medium,Interest,Introverted,Skill development,100.0,6,9,positive
learner,Generation X (40-55),Female,African American,Mid-level,Late career,Builder,None,Bachelor's degree,Fluent,Intermediate,Auditory,Basic,Independent,Both,Suburban,None,Negative,Medium,Resources,Extroverted,Career advancement,91.48,0,0,positive
learner,Generation X (40-55),Female,Asian,Mid-level,Mid-career,Builder,None,Master's degree,Fluent,Basic,Kinesthetic,Basic,Competitive,Neither,Urban,Intermediate,Neutral,Medium,Time,Extroverted,Personal interest,3.29,0,0,negative
learner,Millennials (25-40),Male,Asian,Mid-level,Late career,starter,None,Bachelor's degree,Proficient,Basic,Kinesthetic,Intermediate,Supportive,Competitive,Suburban,Intermediate,Neutral,High,Time,Ambivert,Career advancement,67.41,0,0,negative
learner,Millennials (25-40),Male,Caucasian,Mid-level,Retirement,Expert,Mental,Some college,Basic,Intermediate,Reading/Writing,Intermediate,Collaborative,Both,Rural,Intermediate,Positive,High,Interest,Introverted,Skill development,100.0,6,5,negative
admin,Generation X (40-55),Male,African American,Mid-level,Early career,starter,Other,Bachelor's degree,Fluent,Intermediate,Visual,Intermediate,Collaborative,Both,Urban,Advanced,Positive,Medium,Interest,Introverted,Requirement,70.43,0,0,positive
admin,Generation X (40-55),Male,Caucasian,Senior-level,Early career,Builder,None,Bachelor's degree,Basic,Advanced,Auditory,Intermediate,Collaborative,Competitive,Suburban,Advanced,Negative,Medium,Resources,Extroverted,Personal interest,36.65,0,0,positive
learner,Millennials (25-40),Female,Asian,Mid-level,Retirement,starter,Mental,High school or below,Proficient,Intermediate,Kinesthetic,Basic,Collaborative,Cooperative,Urban,None,Positive,High,Time,Extroverted,Requirement,85.97,0,0,negative
learner,Millennials (25-40),Male,Asian,Senior-level,Mid-career,Builder,Other,High school or below,Fluent,Advanced,Reading/Writing,Intermediate,Independent,Cooperative,Suburban,Advanced,Positive,High,Interest,Introverted,Skill development,85.04,0,0,negative
learner,Millennials (25-40),Male,Caucasian,Entry-level,Mid-career,Accelerator,None,Some college,Fluent,Basic,Reading/Writing,Intermediate,Collaborative,Cooperative,Urban,Intermediate,Positive,High,Accessibility,Introverted,Personal interest,100.0,5,9,negative
learner,Baby Boomers (55-75),Male,Caucasian,Mid-level,Early career,Builder,Physical,Some college,Proficient,Intermediate,Visual,Intermediate,Supportive,Both,Suburban,Advanced,Negative,Medium,Time,Introverted,Skill development,30.51,0,0,negative
admin,Millennials (25-40),Other,Other,Mid-level,Early career,Builder,None,Bachelor's degree,None,Intermediate,Visual,Basic,Supportive,Competitive,Urban,Intermediate,Positive,Medium,Resources,Extroverted,Skill development,100.0,6,1,positive
learner,Millennials (25-40),Male,Asian,Entry-level,Late career,Accelerator,None,Bachelor's degree,Proficient,Advanced,Kinesthetic,Intermediate,Collaborative,Cooperative,Suburban,Advanced,Positive,High,Resources,Introverted,Career advancement,99.18,0,0,negative
admin,Millennials (25-40),Other,Asian,Entry-level,Mid-career,starter,Mental,Bachelor's degree,Proficient,Advanced,Visual,Intermediate,Competitive,Both,Urban,Advanced,Positive,Medium,Accessibility,Extroverted,Skill development,1.31,0,0,positive
learner,Generation X (40-55),Male,Asian,Mid-level,Mid-career,starter,None,High school or below,Fluent,Intermediate,Kinesthetic,Basic,Supportive,Neither,Urban,Advanced,Positive,High,Time,Extroverted,Career advancement,100.0,6,4,positive
admin,Millennials (25-40),Female,Other,Mid-level,Late career,Accelerator,None,Some college,Proficient,Basic,Reading/Writing,None,Competitive,Competitive,Urban,Intermediate,Positive,Medium,Time,Extroverted,Personal interest,97.98,0,0,negative
learner,Generation Z (18-24),Female,African American,Entry-level,Retirement,starter,Physical,Bachelor's degree,Fluent,Intermediate,Kinesthetic,None,Supportive,Both,Suburban,Advanced,Positive,Medium,Accessibility,Introverted,Personal interest,43.25,0,0,negative
learner,Baby Boomers (55-75),Male,Caucasian,Entry-level,Retirement,Builder,None,Bachelor's degree,Proficient,None,Auditory,Basic,Collaborative,Both,Urban,Advanced,Positive,High,Resources,Introverted,Skill development,51.4,0,0,positive
learner,Millennials (25-40),Male,Caucasian,Entry-level,Early career,starter,Physical,Master's degree,Fluent,Basic,Auditory,Basic,Collaborative,Cooperative,Rural,Advanced,Positive,Low,Resources,Introverted,Career advancement,1.02,0,0,negative
learner,Baby Boomers (55-75),Other,Asian,Entry-level,Early career,starter,None,Some college,Proficient,Basic,Auditory,Intermediate,Supportive,Both,Rural,Intermediate,Neutral,Medium,Resources,Extroverted,Career advancement,100.0,3,4,positive
learner,Millennials (25-40),Female,Caucasian,Entry-level,Late career,starter,None,Some college,Fluent,Intermediate,Visual,Basic,Supportive,Cooperative,Rural,Basic,Negative,High,Interest,Introverted,Career advancement,100.0,1,3,positive
admin,Generation X (40-55),Other,Asian,Mid-level,Mid-career,starter,None,High school or below,Fluent,Advanced,Reading/Writing,Intermediate,Supportive,Neither,Suburban,Advanced,Positive,Medium,Interest,Ambivert,Skill development,85.03,0,0,positive
learner,Generation X (40-55),Male,Asian,Senior-level,Retirement,starter,None,High school or below,Basic,Intermediate,Visual,Basic,Collaborative,Competitive,Suburban,Advanced,Positive,High,Accessibility,Introverted,Career advancement,100.0,4,7,negative
learner,Generation X (40-55),Male,Caucasian,Mid-level,Early career,Accelerator,None,Some college,None,Intermediate,Visual,Intermediate,Competitive,Both,Urban,Advanced,Positive,Medium,Resources,Introverted,Skill development,23.36,0,0,positive
learner,Generation X (40-55),Female,Hispanic/Latino,Entry-level,Mid-career,starter,None,High school or below,Fluent,Advanced,Auditory,Basic,Supportive,Both,Rural,Basic,Neutral,High,Resources,Ambivert,Personal interest,9.13,0,0,positive
admin,Millennials (25-40),Female,Asian,Entry-level,Retirement,Builder,None,Doctoral degree,Basic,Intermediate,Kinesthetic,Basic,Collaborative,Cooperative,Urban,Advanced,Positive,High,Time,Introverted,Skill development,69.06,0,0,positive
