ROLE,AGE_TYPE,GENDER_TYPE,RACE_TYPE,JOB_CATEGORY_TYPE,LIFE_STAGE_TYPE,CAREER_STAGE_TYPE,SPECIAL_NEEDS_TYPE,EDUCATIONAL_LEVEL_TYPE,LANGUAGE_ABILITIES_TYPE,LITERACY_NUMERACY_PROFICIENCY_TYPE,LEARNING_PREFERENCES_TYPE,PRIOR_KNOWLEDGE_SKILLS_TYPE,RELATIONSHIP_TO_PEERS_TYPE,TENDENCY_TO_COMPETE_OR_COOPERATE_TYPE,SOCIAL_BACKGROUND_TYPE,COMPUTER_LITERACY_TYPE,ATTITUDE_TOWARDS_LEARNING_TYPE,MOTIVATIONAL_LEVEL_TYPE,BARRIERS_TO_LEARNING_INTERESTS,PERSONALITY_TYPE,REASONS_FOR_ATTENDING_COURSE_TYPE,COURSE_COMPLETION,TIME_TAKEN_TO_COMPLETE,ATTEMPTS_TAKEN,COURSE_FEEDBACK
learner,Millennials (25-40),Male,Caucasian,Mid-level,Late career,starter,None,Some college,Basic,Advanced,Kinesthetic,Intermediate,Independent,Cooperative,Urban,Intermediate,Neutral,Medium,Resources,Ambivert,Requirement,39.71,0,0,positive
learner,Generation X (40-55),Female,Caucasian,Mid-level,Retirement,Builder,Mental,Bachelor's degree,None,Intermediate,Visual,Advanced,Competitive,Neither,Rural,Basic,Positive,Low,Resources,Ambivert,Requirement,58.03,0,0,positive
learner,Generation X (40-55),Male,Caucasian,Entry-level,Late career,starter,Mental,Bachelor's degree,Proficient,Intermediate,Kinesthetic,Intermediate,Independent,Neither,Rural,None,Neutral,Low,Resources,Ambivert,Skill development,81.29,0,0,negative
admin,Millennials (25-40),Other,Hispanic/Latino,Senior-level,Retirement,Expert,Physical,Doctoral degree,Fluent,Advanced,Kinesthetic,Intermediate,Independent,Both,Urban,Intermediate,Neutral,Low,Accessibility,Ambivert,Requirement,22.54,0,0,negative
learner,Baby Boomers (55-75),Male,Hispanic/Latino,Mid-level,Retirement,Builder,Mental,Doctoral degree,Basic,Advanced,Reading/Writing,Advanced,Competitive,Cooperative,Urban,Intermediate,Neutral,Low,Interest,Ambivert,Requirement,48.38,0,0,negative
learner,Baby Boomers (55-75),Other,Hispanic/Latino,Senior-level,Early career,Expert,None,Some college,None,Advanced,Visual,Advanced,Supportive,Competitive,Urban,None,Negative,Medium,Time,Ambivert,Career advancement,63.21,0,0,positive
learner,Generation X (40-55),Male,Caucasian,Mid-level,Mid-career,Expert,Other,Master's degree,None,Intermediate,Visual,Intermediate,Independent,Neither,Urban,Basic,Neutral,High,Resources,Ambivert,Personal interest,67.4,0,0,negative
learner,Millennials (25-40),Female,Caucasian,Mid-level,Late career,Builder,Other,High school or below,None,None,Visual,Advanced,Supportive,Competitive,Rural,Intermediate,Positive,Low,Accessibility,Extroverted,Requirement,51.83,0,0,negative
admin,Millennials (25-40),Male,Hispanic/Latino,Mid-level,Early career,Accelerator,Physical,Master's degree,Proficient,Basic,Reading/Writing,Advanced,Collaborative,Both,Rural,Advanced,Neutral,Medium,Time,Ambivert,Personal interest,58.5,0,0,negative
admin,Baby Boomers (55-75),Male,Other,Mid-level,Early career,Expert,Mental,Bachelor's degree,Proficient,None,Kinesthetic,Intermediate,Independent,Competitive,Suburban,None,Neutral,Medium,Interest,Ambivert,Requirement,27.45,0,0,positive
learner,Generation X (40-55),Other,African American,Entry-level,Late career,starter,Physical,Master's degree,Basic,Basic,Kinesthetic,None,Collaborative,Competitive,Suburban,Intermediate,Negative,Low,Time,Ambivert,Skill development,77.27,0,0,positive
admin,Generation Z (18-24),Other,Other,Entry-level,Mid-career,starter,None,Master's degree,None,Basic,Visual,Intermediate,Competitive,Cooperative,Suburban,Basic,Neutral,Low,Time,Extroverted,Personal interest,69.71,0,0,positive
admin,Baby Boomers (55-75),Other,Hispanic/Latino,Senior-level,Mid-career,Expert,Mental,High school or below,Basic,None,Reading/Writing,Basic,Supportive,Cooperative,Urban,Basic,Neutral,Medium,Time,Ambivert,Personal interest,62.72,0,0,positive
learner,Baby Boomers (55-75),Other,Caucasian,Entry-level,Mid-career,starter,Other,Master's degree,Fluent,Basic,Kinesthetic,Intermediate,Competitive,Neither,Urban,Advanced,Negative,Low,Interest,Introverted,Personal interest,61.7,0,0,positive
learner,Baby Boomers (55-75),Other,Caucasian,Entry-level,Early career,Expert,Other,Bachelor's degree,Basic,Advanced,Auditory,Basic,Supportive,Both,Suburban,None,Neutral,Low,Interest,Introverted,Personal interest,61.12,0,0,positive
admin,Generation X (40-55),Other,Caucasian,Executive,Retirement,Builder,Other,Master's degree,None,Basic,Reading/Writing,Basic,Supportive,Cooperative,Urban,Basic,Positive,Low,Accessibility,Extroverted,Requirement,24.23,0,0,positive
admin,Millennials (25-40),Other,Hispanic/Latino,Mid-level,Mid-career,Builder,Mental,Some college,Basic,None,Reading/Writing,None,Collaborative,Cooperative,Suburban,Basic,Negative,Low,Resources,Introverted,Career advancement,91.8,0,0,positive
admin,Millennials (25-40),Male,African American,Senior-level,Early career,Accelerator,Mental,Doctoral degree,Basic,Advanced,Auditory,None,Collaborative,Both,Rural,Advanced,Positive,High,Accessibility,Introverted,Skill development,12.95,0,0,positive
learner,Baby Boomers (55-75),Male,Caucasian,Mid-level,Mid-career,Accelerator,Mental,Some college,Fluent,Intermediate,Auditory,Advanced,Competitive,Both,Suburban,Basic,Negative,High,Resources,Extroverted,Skill development,100.0,4,5,positive
learner,Baby Boomers (55-75),Female,Hispanic/Latino,Mid-level,Late career,Expert,Other,High school or below,None,Advanced,Auditory,Intermediate,Independent,Competitive,Rural,Intermediate,Positive,Medium,Resources,Introverted,Career advancement,33.88,0,0,negative
learner,Generation Z (18-24),Male,Caucasian,Entry-level,Late career,Accelerator,Other,Some college,Basic,Basic,Kinesthetic,Basic,Independent,Cooperative,Urban,Intermediate,Negative,Medium,Resources,Ambivert,Skill development,92.19,0,0,positive
admin,Baby Boomers (55-75),Other,African American,Mid-level,Early career,Accelerator,None,High school or below,Proficient,Intermediate,Reading/Writing,Advanced,Collaborative,Neither,Rural,Intermediate,Negative,High,Interest,Ambivert,Personal interest,100.0,2,8,positive
learner,Baby Boomers (55-75),Male,Caucasian,Entry-level,Retirement,starter,Other,Bachelor's degree,None,Advanced,Visual,Advanced,Competitive,Cooperative,Urban,None,Positive,Medium,Time,Ambivert,Requirement,92.12,0,0,negative
learner,Generation X (40-55),Female,Caucasian,Entry-level,Late career,Expert,Other,High school or below,Fluent,None,Reading/Writing,Advanced,Collaborative,Cooperative,Rural,Intermediate,Neutral,Low,Accessibility,Introverted,Skill development,87.83,0,0,positive
learner,Generation X (40-55),Other,Caucasian,Senior-level,Mid-career,Builder,Physical,Master's degree,Basic,Basic,Kinesthetic,Advanced,Independent,Competitive,Suburban,Advanced,Neutral,Medium,Interest,Introverted,Personal interest,43.8,0,0,positive
learner,Baby Boomers (55-75),Other,Hispanic/Latino,Mid-level,Mid-career,Expert,Physical,Master's degree,None,Basic,Auditory,Intermediate,Collaborative,Both,Suburban,Advanced,Neutral,High,Accessibility,Introverted,Requirement,73.79,0,0,negative
admin,Baby Boomers (55-75),Female,Other,Senior-level,Mid-career,Accelerator,Other,Some college,Proficient,Advanced,Visual,Basic,Competitive,Competitive,Suburban,None,Positive,Low,Time,Ambivert,Requirement,100.0,2,1,positive
learner,Generation Z (18-24),Male,Other,Executive,Early career,Accelerator,None,Some college,Proficient,Intermediate,Auditory,Advanced,Supportive,Neither,Urban,Intermediate,Positive,Low,Time,Extroverted,Skill development,77.81,0,0,positive
learner,Millennials (25-40),Other,Asian,Senior-level,Early career,Accelerator,Mental,Master's degree,Fluent,Basic,Visual,Advanced,Competitive,Cooperative,Urban,Basic,Neutral,Medium,Accessibility,Extroverted,Career advancement,100.0,1,4,positive
learner,Millennials (25-40),Male,African American,Entry-level,Mid-career,Accelerator,Mental,Bachelor's degree,Fluent,Basic,Kinesthetic,None,Independent,Competitive,Urban,Basic,Negative,Medium,Accessibility,Introverted,Career advancement,85.62,0,0,negative
learner,Millennials (25-40),Other,Caucasian,Senior-level,Early career,Builder,Mental,Some college,Proficient,Intermediate,Visual,None,Supportive,Both,Urban,Advanced,Negative,High,Time,Extroverted,Career advancement,100.0,4,3,positive
admin,Baby Boomers (55-75),Female,Asian,Entry-level,Retirement,Expert,Mental,Bachelor's degree,Basic,None,Visual,Intermediate,Supportive,Neither,Rural,Basic,Negative,Low,Resources,Ambivert,Career advancement,99.5,0,0,negative
learner,Generation Z (18-24),Female,Hispanic/Latino,Senior-level,Mid-career,Expert,Mental,Master's degree,Basic,Intermediate,Auditory,Basic,Competitive,Neither,Urban,Basic,Neutral,High,Accessibility,Extroverted,Requirement,25.36,0,0,negative
admin,Millennials (25-40),Other,Caucasian,Senior-level,Late career,starter,Mental,High school or below,Fluent,Basic,Auditory,Basic,Supportive,Competitive,Suburban,None,Positive,Medium,Resources,Introverted,Requirement,61.46,0,0,negative
learner,Generation X (40-55),Other,Hispanic/Latino,Senior-level,Late career,Expert,None,Bachelor's degree,Basic,None,Reading/Writing,Intermediate,Competitive,Neither,Rural,Intermediate,Positive,Medium,Accessibility,Introverted,Skill development,81.22,0,0,positive
admin,Generation X (40-55),Other,Asian,Executive,Late career,Builder,Other,High school or below,Fluent,None,Visual,Intermediate,Independent,Cooperative,Urban,None,Positive,Medium,Accessibility,Extroverted,Career advancement,100.0,7,4,negative
learner,Generation X (40-55),Female,Other,Senior-level,Retirement,Expert,Mental,Bachelor's degree,Basic,Advanced,Kinesthetic,Advanced,Independent,Competitive,Rural,Advanced,Negative,High,Accessibility,Introverted,Personal interest,28.79,0,0,negative
learner,Millennials (25-40),Male,Other,Mid-level,Late career,Accelerator,Mental,Master's degree,Basic,Basic,Kinesthetic,Advanced,Competitive,Both,Suburban,None,Positive,Low,Resources,Extroverted,Skill development,100.0,6,3,positive
learner,Generation Z (18-24),Other,Caucasian,Executive,Early career,starter,Physical,Bachelor's degree,Basic,Basic,Visual,Intermediate,Collaborative,Competitive,Urban,Basic,Negative,Low,Resources,Introverted,Career advancement,57.72,0,0,negative
admin,Generation Z (18-24),Male,Asian,Executive,Retirement,starter,Physical,Bachelor's degree,Basic,Intermediate,Auditory,Basic,Independent,Competitive,Rural,None,Neutral,High,Interest,Introverted,Personal interest,100.0,4,6,positive
learner,Generation X (40-55),Other,Caucasian,Executive,Mid-career,Builder,Other,Master's degree,Proficient,Intermediate,Kinesthetic,None,Supportive,Cooperative,Suburban,Basic,Neutral,High,Resources,Ambivert,Skill development,100.0,6,2,positive
admin,Generation Z (18-24),Male,Hispanic/Latino,Senior-level,Late career,starter,Other,Doctoral degree,Fluent,Advanced,Auditory,None,Competitive,Competitive,Suburban,None,Neutral,Medium,Interest,Introverted,Requirement,15.7,0,0,positive
learner,Generation X (40-55),Male,Hispanic/Latino,Entry-level,Mid-career,Builder,None,Doctoral degree,Proficient,Advanced,Auditory,Basic,Independent,Neither,Urban,Advanced,Neutral,High,Accessibility,Extroverted,Skill development,33.98,0,0,negative
admin,Generation Z (18-24),Female,Caucasian,Entry-level,Late career,Builder,None,Bachelor's degree,Proficient,Intermediate,Kinesthetic,Intermediate,Supportive,Both,Suburban,Advanced,Negative,High,Resources,Extroverted,Skill development,30.04,0,0,negative
learner,Baby Boomers (55-75),Other,Caucasian,Entry-level,Retirement,Expert,Physical,Bachelor's degree,None,Intermediate,Reading/Writing,None,Independent,Both,Urban,None,Neutral,Medium,Resources,Ambivert,Personal interest,100.0,5,1,positive
admin,Generation Z (18-24),Other,Hispanic/Latino,Mid-level,Late career,starter,Physical,Master's degree,Proficient,Intermediate,Auditory,None,Supportive,Both,Suburban,None,Neutral,Low,Time,Ambivert,Personal interest,68.7,0,0,positive
admin,Generation Z (18-24),Male,Hispanic/Latino,Executive,Early career,Expert,Mental,Master's degree,Basic,Basic,Reading/Writing,Advanced,Independent,Cooperative,Rural,None,Positive,High,Time,Extroverted,Requirement,20.14,0,0,positive
learner,Generation X (40-55),Female,African American,Entry-level,Retirement,Accelerator,Other,High school or below,None,Intermediate,Auditory,Advanced,Supportive,Neither,Rural,Intermediate,Positive,Medium,Accessibility,Extroverted,Personal interest,95.19,0,0,positive
admin,Generation X (40-55),Other,Caucasian,Senior-level,Retirement,Builder,Physical,Master's degree,Fluent,Advanced,Reading/Writing,Basic,Supportive,Both,Suburban,Advanced,Negative,High,Time,Extroverted,Requirement,100.0,2,1,positive
learner,Generation X (40-55),Female,African American,Senior-level,Mid-career,Builder,None,Bachelor's degree,Proficient,Basic,Auditory,Basic,Competitive,Both,Urban,Basic,Neutral,High,Interest,Extroverted,Skill development,50.53,0,0,negative
learner,Millennials (25-40),Female,Other,Entry-level,Mid-career,Expert,Other,Some college,Fluent,Basic,Reading/Writing,None,Competitive,Cooperative,Urban,Basic,Positive,Medium,Time,Introverted,Skill development,90.62,0,0,negative
admin,Generation X (40-55),Male,Asian,Senior-level,Early career,Accelerator,Mental,Doctoral degree,Fluent,Basic,Auditory,Intermediate,Collaborative,Cooperative,Rural,Advanced,Positive,High,Resources,Extroverted,Requirement,38.68,0,0,negative
admin,Millennials (25-40),Other,African American,Mid-level,Mid-career,Accelerator,None,Bachelor's degree,None,None,Kinesthetic,Intermediate,Supportive,Competitive,Urban,Intermediate,Positive,Medium,Time,Ambivert,Personal interest,20.88,0,0,negative
admin,Generation X (40-55),Male,Other,Senior-level,Retirement,starter,Mental,Master's degree,None,Advanced,Visual,Advanced,Independent,Cooperative,Rural,Basic,Neutral,High,Resources,Ambivert,Career advancement,77.54,0,0,negative
learner,Generation X (40-55),Female,Hispanic/Latino,Entry-level,Early career,Expert,Other,Master's degree,Fluent,Advanced,Visual,None,Collaborative,Both,Rural,Basic,Negative,Low,Time,Extroverted,Career advancement,100.0,6,9,positive
admin,Baby Boomers (55-75),Male,Hispanic/Latino,Entry-level,Mid-career,Builder,Physical,Bachelor's degree,Proficient,Intermediate,Reading/Writing,Advanced,Collaborative,Cooperative,Urban,None,Neutral,Medium,Resources,Introverted,Requirement,100.0,5,7,negative
admin,Generation X (40-55),Female,Asian,Senior-level,Retirement,Expert,Other,Master's degree,Proficient,Intermediate,Reading/Writing,None,Independent,Neither,Urban,Advanced,Positive,Low,Interest,Ambivert,Requirement,97.87,0,0,positive
learner,Baby Boomers (55-75),Other,Caucasian,Senior-level,Retirement,Builder,Physical,Master's degree,None,Intermediate,Auditory,Basic,Collaborative,Cooperative,Urban,Advanced,Positive,Medium,Interest,Ambivert,Personal interest,30.6,0,0,positive
learner,Baby Boomers (55-75),Male,Hispanic/Latino,Executive,Mid-career,Expert,None,Bachelor's degree,Proficient,Advanced,Visual,Basic,Competitive,Competitive,Suburban,Advanced,Positive,High,Accessibility,Extroverted,Career advancement,63.95,0,0,positive
admin,Generation Z (18-24),Male,Other,Mid-level,Retirement,Builder,Physical,Some college,Basic,None,Auditory,None,Collaborative,Both,Suburban,Advanced,Positive,Medium,Interest,Extroverted,Requirement,41.55,0,0,positive
learner,Millennials (25-40),Female,Other,Senior-level,Early career,Accelerator,Physical,Bachelor's degree,Proficient,Intermediate,Kinesthetic,Intermediate,Independent,Both,Suburban,None,Neutral,High,Accessibility,Introverted,Personal interest,100.0,2,6,positive
learner,Baby Boomers (55-75),Male,Caucasian,Entry-level,Retirement,Accelerator,None,Master's degree,Basic,None,Auditory,Advanced,Collaborative,Cooperative,Suburban,Basic,Neutral,Medium,Resources,Extroverted,Personal interest,31.89,0,0,negative
admin,Millennials (25-40),Female,Caucasian,Mid-level,Early career,starter,Mental,Doctoral degree,Proficient,Advanced,Auditory,None,Independent,Neither,Suburban,Advanced,Negative,Medium,Interest,Introverted,Personal interest,64.7,0,0,positive
admin,Millennials (25-40),Male,African American,Executive,Mid-career,Builder,Other,Doctoral degree,Proficient,None,Reading/Writing,Intermediate,Independent,Neither,Suburban,Advanced,Positive,High,Resources,Introverted,Career advancement,64.41,0,0,positive
learner,Generation X (40-55),Other,Other,Executive,Mid-career,Builder,Mental,Master's degree,Fluent,Intermediate,Kinesthetic,Basic,Independent,Neither,Suburban,Basic,Neutral,High,Accessibility,Introverted,Requirement,97.12,0,0,positive
admin,Generation X (40-55),Other,Caucasian,Mid-level,Early career,Expert,Physical,Master's degree,Fluent,Intermediate,Auditory,Basic,Collaborative,Cooperative,Urban,Advanced,Neutral,Low,Accessibility,Ambivert,Requirement,42.53,0,0,negative
admin,Baby Boomers (55-75),Male,African American,Executive,Early career,Accelerator,Physical,Bachelor's degree,Fluent,Basic,Reading/Writing,Intermediate,Collaborative,Neither,Rural,Advanced,Negative,High,Resources,Extroverted,Skill development,44.83,0,0,positive
learner,Generation X (40-55),Other,Hispanic/Latino,Entry-level,Early career,Accelerator,Other,Master's degree,Fluent,Advanced,Visual,Advanced,Supportive,Both,Urban,Intermediate,Positive,High,Resources,Ambivert,Requirement,100.0,3,6,positive
admin,Baby Boomers (55-75),Other,Hispanic/Latino,Entry-level,Mid-career,Builder,Physical,Doctoral degree,Proficient,Basic,Reading/Writing,Intermediate,Independent,Competitive,Urban,Basic,Positive,Medium,Resources,Extroverted,Requirement,40.21,0,0,negative
learner,Millennials (25-40),Male,African American,Senior-level,Early career,Expert,Physical,Master's degree,Proficient,Intermediate,Reading/Writing,None,Independent,Competitive,Suburban,None,Positive,Low,Accessibility,Introverted,Requirement,26.06,0,0,negative
admin,Generation Z (18-24),Female,Asian,Entry-level,Early career,Expert,Other,Master's degree,Fluent,Advanced,Visual,Advanced,Supportive,Competitive,Suburban,None,Positive,Low,Resources,Ambivert,Requirement,15.54,0,0,negative
learner,Baby Boomers (55-75),Male,Caucasian,Entry-level,Retirement,Expert,Physical,Some college,None,None,Kinesthetic,None,Collaborative,Both,Rural,Basic,Neutral,High,Accessibility,Extroverted,Skill development,6.59,0,0,positive
admin,Millennials (25-40),Male,Caucasian,Senior-level,Early career,starter,Mental,Bachelor's degree,Basic,Advanced,Auditory,Basic,Collaborative,Neither,Rural,None,Neutral,Low,Resources,Ambivert,Career advancement,100.0,5,7,positive
admin,Millennials (25-40),Female,Caucasian,Entry-level,Mid-career,Accelerator,Other,High school or below,Proficient,Basic,Kinesthetic,Intermediate,Independent,Neither,Rural,Basic,Positive,Medium,Resources,Extroverted,Skill development,100.0,3,7,negative
admin,Baby Boomers (55-75),Male,Asian,Mid-level,Late career,Builder,None,Bachelor's degree,Basic,None,Reading/Writing,Advanced,Independent,Neither,Urban,None,Positive,Medium,Time,Extroverted,Skill development,94.61,0,0,positive
learner,Generation X (40-55),Other,Other,Entry-level,Late career,Builder,None,Doctoral degree,Proficient,Intermediate,Reading/Writing,Basic,Collaborative,Competitive,Urban,Basic,Negative,Low,Resources,Introverted,Skill development,48.57,0,0,positive
admin,Generation Z (18-24),Female,Asian,Senior-level,Early career,Expert,Physical,Some college,Fluent,Advanced,Reading/Writing,Intermediate,Independent,Both,Rural,Basic,Neutral,Low,Time,Extroverted,Career advancement,100.0,4,4,positive
learner,Baby Boomers (55-75),Other,African American,Senior-level,Early career,Builder,Physical,Bachelor's degree,None,Basic,Reading/Writing,Intermediate,Competitive,Cooperative,Rural,Advanced,Positive,Low,Time,Ambivert,Career advancement,90.95,0,0,positive
admin,Baby Boomers (55-75),Other,Caucasian,Executive,Early career,Builder,None,Master's degree,Basic,Intermediate,Reading/Writing,Advanced,Independent,Both,Suburban,Intermediate,Positive,High,Time,Introverted,Requirement,59.46,0,0,negative
admin,Baby Boomers (55-75),Female,Hispanic/Latino,Entry-level,Late career,Expert,Mental,Bachelor's degree,None,Basic,Kinesthetic,Basic,Independent,Cooperative,Urban,Advanced,Positive,Low,Resources,Introverted,Skill development,54.53,0,0,negative
learner,Generation X (40-55),Male,Asian,Executive,Mid-career,Accelerator,None,Doctoral degree,Basic,None,Visual,Advanced,Collaborative,Cooperative,Urban,Intermediate,Neutral,Low,Accessibility,Introverted,Career advancement,14.48,0,0,negative
learner,Generation Z (18-24),Female,Asian,Executive,Retirement,Expert,Other,Some college,Fluent,Intermediate,Kinesthetic,Advanced,Competitive,Cooperative,Suburban,None,Negative,High,Interest,Ambivert,Career advancement,83.15,0,0,positive
admin,Millennials (25-40),Female,Asian,Entry-level,Retirement,Expert,Other,Master's degree,Basic,Advanced,Auditory,Basic,Competitive,Cooperative,Rural,None,Positive,Medium,Time,Extroverted,Career advancement,29.58,0,0,negative
admin,Generation Z (18-24),Female,Other,Mid-level,Late career,Builder,Physical,Bachelor's degree,Basic,Basic,Auditory,Advanced,Competitive,Neither,Suburban,None,Positive,High,Resources,Introverted,Personal interest,13.08,0,0,positive
learner,Generation Z (18-24),Other,Caucasian,Senior-level,Retirement,Accelerator,Other,Master's degree,None,Basic,Auditory,Basic,Collaborative,Both,Suburban,Basic,Positive,High,Accessibility,Extroverted,Skill development,86.86,0,0,positive
learner,Generation Z (18-24),Female,African American,Senior-level,Retirement,Expert,Physical,Some college,Basic,Basic,Auditory,Advanced,Competitive,Cooperative,Suburban,Advanced,Positive,Low,Interest,Ambivert,Career advancement,54.97,0,0,negative
learner,Baby Boomers (55-75),Male,African American,Entry-level,Late career,Accelerator,Mental,Doctoral degree,Basic,Advanced,Kinesthetic,None,Supportive,Competitive,Suburban,Intermediate,Negative,Low,Time,Introverted,Personal interest,100.0,3,6,negative
admin,Generation X (40-55),Female,Asian,Entry-level,Early career,Expert,Other,Some college,Basic,Advanced,Auditory,None,Supportive,Both,Urban,Advanced,Neutral,Low,Time,Extroverted,Skill development,100.0,3,3,positive
admin,Millennials (25-40),Male,Asian,Mid-level,Early career,Builder,None,Some college,Basic,Intermediate,Reading/Writing,Intermediate,Supportive,Neither,Rural,None,Negative,Medium,Time,Introverted,Requirement,100.0,2,4,positive
admin,Millennials (25-40),Female,Hispanic/Latino,Executive,Late career,Builder,Mental,Some college,Proficient,None,Visual,Intermediate,Competitive,Neither,Rural,None,Positive,Medium,Interest,Extroverted,Career advancement,69.73,0,0,positive
learner,Baby Boomers (55-75),Female,Asian,Senior-level,Retirement,Accelerator,Other,Some college,Basic,Advanced,Visual,Intermediate,Supportive,Neither,Rural,Intermediate,Positive,Low,Accessibility,Extroverted,Skill development,0.41,0,0,negative
admin,Generation Z (18-24),Female,Other,Entry-level,Retirement,Builder,Mental,Doctoral degree,Basic,None,Visual,Advanced,Independent,Competitive,Urban,Advanced,Positive,Low,Accessibility,Extroverted,Career advancement,100.0,6,3,positive
learner,Generation Z (18-24),Other,Other,Entry-level,Mid-career,Accelerator,Physical,Some college,Fluent,Basic,Reading/Writing,Advanced,Collaborative,Both,Suburban,Intermediate,Neutral,Low,Resources,Extroverted,Requirement,20.36,0,0,negative
admin,Generation Z (18-24),Other,Other,Entry-level,Retirement,Accelerator,Mental,Doctoral degree,Basic,Basic,Auditory,Advanced,Competitive,Competitive,Rural,None,Neutral,Medium,Time,Extroverted,Career advancement,100.0,3,5,negative
learner,Baby Boomers (55-75),Female,Other,Executive,Late career,Accelerator,Physical,Some college,Fluent,None,Reading/Writing,Advanced,Independent,Competitive,Rural,Advanced,Neutral,Low,Accessibility,Introverted,Personal interest,82.41,0,0,negative
learner,Baby Boomers (55-75),Other,Other,Entry-level,Late career,starter,Other,Doctoral degree,Basic,Advanced,Kinesthetic,Advanced,Competitive,Cooperative,Suburban,None,Positive,Medium,Interest,Extroverted,Personal interest,100.0,4,10,negative
admin,Millennials (25-40),Female,Other,Entry-level,Early career,Expert,Other,Master's degree,None,None,Reading/Writing,Intermediate,Competitive,Both,Urban,Advanced,Neutral,Medium,Accessibility,Introverted,Career advancement,0.43,0,0,negative
admin,Generation Z (18-24),Other,Asian,Senior-level,Mid-career,Builder,Mental,Some college,Proficient,Basic,Reading/Writing,Basic,Supportive,Competitive,Rural,Advanced,Neutral,Medium,Interest,Extroverted,Career advancement,22.99,0,0,positive
learner,Millennials (25-40),Male,Hispanic/Latino,Senior-level,Mid-career,Accelerator,Mental,Some college,Proficient,Advanced,Reading/Writing,None,Supportive,Competitive,Suburban,Intermediate,Negative,High,Time,Introverted,Personal interest,38.05,0,0,negative
learner,Millennials (25-40),Male,Caucasian,Senior-level,Early career,Expert,Physical,Master's degree,Proficient,None,Reading/Writing,Advanced,Competitive,Competitive,Rural,Advanced,Negative,Medium,Resources,Introverted,Career advancement,51.43,0,0,negative
learner,Baby Boomers (55-75),Female,Hispanic/Latino,Senior-level,Mid-career,Accelerator,None,Bachelor's degree,Fluent,Intermediate,Auditory,Advanced,Independent,Cooperative,Urban,Intermediate,Negative,Low,Resources,Ambivert,Skill development,85.26,0,0,positive
learner,Generation X (40-55),Other,Caucasian,Entry-level,Early career,starter,Physical,Master's degree,None,Advanced,Kinesthetic,Intermediate,Supportive,Neither,Suburban,Advanced,Neutral,Low,Resources,Introverted,Skill development,1.26,0,0,negative
admin,Baby Boomers (55-75),Female,African American,Executive,Early career,Expert,Other,Some college,Basic,Intermediate,Reading/Writing,Basic,Supportive,Neither,Suburban,Basic,Neutral,High,Resources,Introverted,Personal interest,9.2,0,0,negative
learner,Baby Boomers (55-75),Male,African American,Executive,Mid-career,starter,Mental,Bachelor's degree,Basic,Basic,Reading/Writing,Basic,Independent,Cooperative,Urban,Intermediate,Positive,Low,Resources,Introverted,Skill development,31.98,0,0,positive
admin,Millennials (25-40),Female,Other,Executive,Mid-career,starter,None,Bachelor's degree,Fluent,Intermediate,Kinesthetic,Basic,Independent,Competitive,Urban,Intermediate,Neutral,High,Interest,Ambivert,Requirement,96.59,0,0,negative
admin,Generation Z (18-24),Other,African American,Executive,Retirement,starter,None,High school or below,Basic,None,Kinesthetic,Intermediate,Collaborative,Neither,Urban,Advanced,Positive,Low,Accessibility,Extroverted,Skill development,38.06,0,0,negative
learner,Generation X (40-55),Female,Hispanic/Latino,Senior-level,Late career,Expert,Physical,High school or below,Basic,Basic,Auditory,None,Supportive,Both,Suburban,Intermediate,Negative,Low,Time,Ambivert,Requirement,77.88,0,0,negative
learner,Generation Z (18-24),Other,Hispanic/Latino,Executive,Early career,starter,Other,Bachelor's degree,Proficient,Intermediate,Visual,Advanced,Independent,Cooperative,Suburban,Advanced,Neutral,Medium,Interest,Extroverted,Requirement,100.0,6,4,negative
learner,Millennials (25-40),Female,Other,Senior-level,Late career,Accelerator,Mental,Master's degree,Fluent,Intermediate,Auditory,Basic,Collaborative,Both,Rural,Basic,Negative,Low,Interest,Introverted,Personal interest,79.63,0,0,negative
learner,Generation Z (18-24),Male,Caucasian,Senior-level,Early career,Builder,Physical,High school or below,Fluent,Basic,Visual,Basic,Collaborative,Neither,Urban,Advanced,Neutral,High,Accessibility,Ambivert,Requirement,28.08,0,0,negative
admin,Generation Z (18-24),Female,Other,Executive,Mid-career,Builder,Physical,High school or below,None,Advanced,Kinesthetic,None,Competitive,Neither,Suburban,None,Neutral,Medium,Resources,Introverted,Skill development,25.86,0,0,positive
learner,Generation Z (18-24),Female,Other,Entry-level,Retirement,starter,None,Some college,Fluent,Basic,Auditory,Intermediate,Supportive,Cooperative,Urban,Intermediate,Positive,Low,Time,Extroverted,Personal interest,72.17,0,0,positive
admin,Baby Boomers (55-75),Other,Other,Mid-level,Mid-career,Expert,Physical,Some college,Proficient,None,Kinesthetic,Advanced,Collaborative,Competitive,Rural,None,Neutral,Low,Accessibility,Ambivert,Personal interest,92.07,0,0,positive
admin,Millennials (25-40),Male,Asian,Mid-level,Retirement,Expert,Physical,Bachelor's degree,Basic,None,Auditory,None,Independent,Neither,Suburban,None,Neutral,High,Accessibility,Introverted,Career advancement,34.97,0,0,negative
admin,Generation Z (18-24),Male,Caucasian,Senior-level,Retirement,starter,None,High school or below,Fluent,Intermediate,Visual,None,Competitive,Neither,Urban,Advanced,Positive,Low,Accessibility,Ambivert,Career advancement,55.87,0,0,negative
